page,row,file,class,method,regex,input,count
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testSlugDotDot(org.eclipse.lyo.ldp.server.jena.test.SlugTest),15
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testNoSlug(org.eclipse.lyo.ldp.server.jena.test.SlugTest),15
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),|,3
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),^;~,2
79,176,Parser.java,org.apache.jena.iri.impl.Parser,<init>,(([^:/?#]*):)?(//((([^/?#@]*)@)?(\[[^/?#]*\]|([^/?#:]*))?(:([^/?#]*))?))?([^#?]*)?(\?([^#]*))?(#(.*))?,http://jena.hpl.hp.com/ARQ#,1
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testSlugSpecialChars(org.eclipse.lyo.ldp.server.jena.test.SlugTest),42
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testSimpleSlug(org.eclipse.lyo.ldp.server.jena.test.SlugTest),61
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),shouldLowerCase,1
79,176,Parser.java,org.apache.jena.iri.impl.Parser,<init>,(([^:/?#]*):)?(//((([^/?#@]*)@)?(\[[^/?#]*\]|([^/?#:]*))?(:([^/?#]*))?))?([^#?]*)?(\?([^#]*))?(#(.*))?,file:///home/pwang7/RepoReaper/79_176/org.eclipse.lyo.ldp.server.jena/,1
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testSlugContainerTrailingSlash(org.eclipse.lyo.ldp.server.jena.test.SlugTest),15
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),^/~,1
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testSlugSpace(org.eclipse.lyo.ldp.server.jena.test.SlugTest),15
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),+,2
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),*,5
79,176,Parser.java,org.apache.jena.iri.impl.Parser,<init>,(([^:/?#]*):)?(//((([^/?#@]*)@)?(\[[^/?#]*\]|([^/?#:]*))?(:([^/?#]*))?))?([^#?]*)?(\?([^#]*))?(#(.*))?,,4
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),mustLowerCase,1
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testSlugDotDot(org.eclipse.lyo.ldp.server.jena.test.SlugTest),42
79,176,Parser.java,org.apache.jena.iri.impl.Parser,<init>,(([^:/?#]*):)?(//((([^/?#@]*)@)?(\[[^/?#]*\]|([^/?#:]*))?(:([^/?#]*))?))?([^#?]*)?(\?([^#]*))?(#(.*))?,http://jena.hpl.hp.com/TDB#,2
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),a-z,6
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testSlugSpecialChars(org.eclipse.lyo.ldp.server.jena.test.SlugTest),15
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testSimpleSlug(org.eclipse.lyo.ldp.server.jena.test.SlugTest),21
79,176,ComponentPatternParser.java,org.apache.jena.iri.impl.ComponentPatternParser,classify,([(](?![?]))|([(][?])|([)])|(\[)|(\])|([@][{])|([}]|[a-z]-[a-z]),^@,1
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testLinkMultipleRelations(org.eclipse.lyo.ldp.server.URITest),84
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testURITools1(org.eclipse.lyo.ldp.server.URITest),84
79,176,URITest.java,org.eclipse.lyo.ldp.server.URITest,testLinkMultipleRelations,"<http://www\.w3\.org/ns/ldp#Resource\>\s*;\s*rel\s*=\s*((""\s*([^""]+\s+)*type(\s+[^""]+)*\s*"")|\s*type)([\s;,]+.*|\z)","<http://www.w3.org/ns/ldp#Resource>; rel=""http://example.com/some/other/link type""",4
79,176,URITest.java,org.eclipse.lyo.ldp.server.URITest,testLinkNoQuotes,"<http://www\.w3\.org/ns/ldp#Resource\>\s*;\s*rel\s*=\s*((""\s*([^""]+\s+)*type(\s+[^""]+)*\s*"")|\s*type)([\s;,]+.*|\z)",<http://www.w3.org/ns/ldp#Resource>;rel=type,4
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testLinkSimple(org.eclipse.lyo.ldp.server.URITest),84
79,176,URITest.java,org.eclipse.lyo.ldp.server.URITest,testLinkExtraSegments,"<http://www\.w3\.org/ns/ldp#Resource\>\s*;\s*rel\s*=\s*((""\s*([^""]+\s+)*type(\s+[^""]+)*\s*"")|\s*type)([\s;,]+.*|\z)","<http://www.w3.org/ns/ldp#Resource>; rel=""type""; title=""I have a title""",4
79,176,URITest.java,org.eclipse.lyo.ldp.server.URITest,testLinkTypeFailures,"<http://www\.w3\.org/ns/ldp#Resource\>\s*;\s*rel\s*=\s*((""\s*([^""]+\s+)*type(\s+[^""]+)*\s*"")|\s*type)([\s;,]+.*|\z)","<http://www.w3.org/ns/ldp#BasicContainer>; rel=""type""",4
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),org.eclipse.lyo.ldp.server.URITest,8
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testLinkNoQuotes(org.eclipse.lyo.ldp.server.URITest),122
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testURITools3(org.eclipse.lyo.ldp.server.URITest),30
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testLinkNoQuotesExtraSegments(org.eclipse.lyo.ldp.server.URITest),84
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testURITools2(org.eclipse.lyo.ldp.server.URITest),30
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testLinkTypeFailures(org.eclipse.lyo.ldp.server.URITest),84
79,176,URITest.java,org.eclipse.lyo.ldp.server.URITest,testLinkSimple,"<http://www\.w3\.org/ns/ldp#Resource\>\s*;\s*rel\s*=\s*((""\s*([^""]+\s+)*type(\s+[^""]+)*\s*"")|\s*type)([\s;,]+.*|\z)","<http://www.w3.org/ns/ldp#Resource>; rel=""type""",4
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testLinkTypeFailures(org.eclipse.lyo.ldp.server.URITest),30
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testURITools2(org.eclipse.lyo.ldp.server.URITest),84
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testLinkSimple(org.eclipse.lyo.ldp.server.URITest),30
79,176,URITest.java,org.eclipse.lyo.ldp.server.URITest,testLinkNoQuotesExtraSegments,"<http://www\.w3\.org/ns/ldp#Resource\>\s*;\s*rel\s*=\s*((""\s*([^""]+\s+)*type(\s+[^""]+)*\s*"")|\s*type)([\s;,]+.*|\z)",<http://www.w3.org/ns/ldp#Resource>;rel=type;title=mytitle,4
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),null,8
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testLinkExtraSegments(org.eclipse.lyo.ldp.server.URITest),84
79,176,URITest.java,org.eclipse.lyo.ldp.server.URITest,testLinkTypeFailures,"<http://www\.w3\.org/ns/ldp#Resource\>\s*;\s*rel\s*=\s*((""\s*([^""]+\s+)*type(\s+[^""]+)*\s*"")|\s*type)([\s;,]+.*|\z)","<http://www.w3.org/ns/ldp#Resource>; rel=""next""",4
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),org.eclipse.lyo.ldp.server.URITest,18
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testLinkNoQuotes(org.eclipse.lyo.ldp.server.URITest),42
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testLinkNoQuotesExtraSegments(org.eclipse.lyo.ldp.server.URITest),30
79,176,Description.java,org.junit.runner.Description,getClassName,(.*)\((.*)\),testURITools3(org.eclipse.lyo.ldp.server.URITest),84
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testLinkMultipleRelations(org.eclipse.lyo.ldp.server.URITest),30
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testURITools1(org.eclipse.lyo.ldp.server.URITest),30
79,176,Description.java,org.junit.runner.Description,parseMethod,(.*)\((.*)\),testLinkExtraSegments(org.eclipse.lyo.ldp.server.URITest),30
79,176,URITest.java,org.eclipse.lyo.ldp.server.URITest,testLinkMultipleRelations,"<http://www\.w3\.org/ns/ldp#Resource\>\s*;\s*rel\s*=\s*((""\s*([^""]+\s+)*type(\s+[^""]+)*\s*"")|\s*type)([\s;,]+.*|\z)","<http://www.w3.org/ns/ldp#Resource>; rel=""type http://example.com/some/other/link""",4
