"('ChecksumUtils.java', 'org.sonatype.aether.util.ChecksumUtils', 'read', '.+= [0-9A-Fa-f]+', 'da39a3ee5e6b4b0d3255bfef95601890afd80709')","[444003, 444028]"
"('DefaultArtifact.java', 'org.sonatype.aether.util.artifact.DefaultArtifact', '<init>', '([^: ]+):([^: ]+)(:([^: ]*)(:([^: ]+))?)?:([^: ]+)', 'gid:aid:ext:cls:ver')","[488195, 488243, 488267, 488316, 492147, 492172, 492197, 492222, 492247, 492297]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'acceptTestMoreToken(org.sonatype.aether.util.filter.PatternInclusionsDependencyFilterTest)')","[25803, 25834, 25865, 26795, 26826, 26857, 46869, 46893, 46917, 68893, 68923, 68953, 100964, 100999, 101034, 102084, 102119, 102154, 125086, 125114, 125142, 143909, 143937, 143965, 174066, 174099, 174132, 175122, 175155, 175188, 196660, 196686, 196712, 216404, 216436, 216468, 250389, 250426, 250463, 251573, 251610, 251647, 276039, 276069, 276099, 298596, 298631, 298666, 335452, 335492, 335532, 336732, 336772, 336812, 363394, 363427, 363460, 386810, 386847, 386884, 425580, 425622, 425664, 426924, 426966, 427008, 474876, 474916, 474956, 475872, 475914, 475956]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testNoConflicts(org.sonatype.aether.util.graph.transformer.ConflictIdSorterTest)')","[6459, 6490, 6521, 8071, 8102, 8133, 39477, 39501, 39525, 57598, 57628, 57658, 79124, 79159, 79194, 80944, 80979, 81014, 116462, 116490, 116518, 133380, 133408, 133436, 153474, 153507, 153540, 155190, 155223, 155256, 188652, 188678, 188704, 204343, 204375, 204407, 227301, 227338, 227375, 229225, 229262, 229299, 266799, 266829, 266859, 285386, 285421, 285456, 310492, 310532, 310572, 312572, 312612, 312652, 353230, 353263, 353296, 372834, 372871, 372908, 399372, 399414, 399456, 401556, 401598, 401640, 447859, 447899, 447939, 448527, 448569, 448611]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testUnsolvableRangeConflictBetweenHardConstraints(org.sonatype.aether.util.graph.transformer.NearestVersionConflictResolverTest)')","[13527, 13558, 13589, 15511, 15542, 15573, 42261, 42285, 42309, 61763, 61793, 61823, 87104, 87139, 87174, 89344, 89379, 89414, 119710, 119738, 119766, 137263, 137291, 137319, 160998, 161031, 161064, 163110, 163143, 163176, 191668, 191694, 191720, 208790, 208822, 208854, 235737, 235774, 235811, 238105, 238142, 238179, 270279, 270309, 270339, 290256, 290291, 290326, 319612, 319652, 319692, 322172, 322212, 322252, 357058, 357091, 357124, 377986, 378023, 378060, 408948, 408990, 409032, 411636, 411678, 411720, 457693, 457733, 457773, 459329, 459371, 459413]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testParentChaining(org.sonatype.aether.util.DefaultRequestTraceTest)')","[31724, 32964, 49053, 54370, 72719, 107649, 109049, 127634, 147473, 180369, 181689, 199026, 220492, 257456, 258936, 278769, 303077, 343092, 344692, 366397, 391553, 433602, 435282, 483668, 484158]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testFilterCalledWithProperParentStack(org.sonatype.aether.util.graph.FilteringDependencyVisitorTest)')","[335, 4816, 5312, 38589, 51541, 56077, 56220, 77269, 77829, 115426, 131963, 132096, 151725, 152253, 187690, 202718, 202871, 225340, 225932, 265689, 283605, 283773, 308372, 309012, 352009, 370949, 371127, 397146, 397818, 445077, 445239]"
"('ChecksumUtils.java', 'org.sonatype.aether.util.ChecksumUtils', 'read', '.+= [0-9A-Fa-f]+', '')","[443952, 443977]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.graph.transformer.JavaDependencyContextRefinerTest')","[451784, 451808, 451833, 451857]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testRefineToCompile(org.sonatype.aether.util.graph.transformer.JavaDependencyContextRefinerTest)')","[803, 7048, 8660, 39549, 51831, 57825, 58448, 79789, 81609, 116546, 133591, 134172, 154101, 155817, 188730, 204586, 205251, 228004, 229928, 266889, 285653, 286381, 311252, 313332, 353329, 373117, 373887, 400170, 402354, 448749, 449551]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testDuplicateSuppression(org.sonatype.aether.util.graph.TreeDependencyVisitorTest)')","[452, 5188, 5932, 38685, 51582, 56334, 56477, 77689, 78529, 115538, 132202, 132335, 152121, 152913, 187794, 202993, 203146, 225784, 226672, 265809, 283907, 284075, 308852, 309812, 352141, 371269, 371447, 397650, 398658, 445503, 445665]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testCycleA(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[9683, 9714, 9745, 12039, 12070, 12101, 40725, 40749, 40773, 59569, 59599, 59629, 82764, 82799, 82834, 85424, 85459, 85494, 117918, 117946, 117974, 135217, 135245, 135273, 156906, 156939, 156972, 159414, 159447, 159480, 190004, 190030, 190056, 206448, 206480, 206512, 231149, 231186, 231223, 233961, 233998, 234035, 268359, 268389, 268419, 287692, 287727, 287762, 314652, 314692, 314732, 317692, 317732, 317772, 354946, 354979, 355012, 375274, 375311, 375348, 403740, 403782, 403824, 406932, 406974, 407016, 452417, 452457, 452497, 454205, 454247, 454289]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testClasspathFilterUnknownScope(org.sonatype.aether.util.filter.DependencyFilterUtilsTest)')","[28159, 28190, 28221, 29399, 29430, 29461, 47925, 47949, 47973, 70624, 70654, 70684, 103624, 103659, 103694, 105024, 105059, 105094, 126318, 126346, 126374, 145522, 145550, 145578, 176574, 176607, 176640, 177894, 177927, 177960, 197804, 197830, 197856, 218253, 218285, 218317, 253201, 253238, 253275, 254681, 254718, 254755, 277359, 277389, 277419, 300622, 300657, 300692, 338492, 338532, 338572, 340092, 340132, 340172, 364846, 364879, 364912, 388954, 388991, 389028, 428772, 428814, 428856, 430452, 430494, 430536, 478274, 478314, 478354, 479614, 479656, 479698]"
"('DefaultProxySelector.java', 'org.sonatype.aether.util.repository.DefaultProxySelector', 'isNonProxyHosts', 'www\\.sonatype\\.com', 'www.sonatype.org')","[473501, 473526]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testDefaultArtifactString(org.sonatype.aether.util.artifact.DefaultArtifactTest)')","[33367, 33398, 33429, 35971, 36002, 36033, 49845, 49869, 49893, 73983, 74013, 74043, 109504, 109539, 109574, 112444, 112479, 112514, 128558, 128586, 128614, 148651, 148679, 148707, 182118, 182151, 182184, 184890, 184923, 184956, 199884, 199910, 199936, 221842, 221874, 221906, 259417, 259454, 259491, 262525, 262562, 262599, 279759, 279789, 279819, 304556, 304591, 304626, 345212, 345252, 345292, 348572, 348612, 348652, 367486, 367519, 367552, 393118, 393155, 393192, 435828, 435870, 435912, 439356, 439398, 439440, 486578, 486618, 486658, 487390, 487432, 487474]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.artifact.ArtifacIdUtilsTest')","[488003, 488027, 488052, 488076]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.artifact.DefaultArtifactTest')","[3587, 74428, 149066, 222317, 305076, 393668]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'acceptTestMatches(org.sonatype.aether.util.filter.PatternInclusionsDependencyFilterTest)')","[25431, 25462, 25493, 26423, 26454, 26485, 46581, 46605, 46629, 68533, 68563, 68593, 100544, 100579, 100614, 101664, 101699, 101734, 124750, 124778, 124806, 143573, 143601, 143629, 173670, 173703, 173736, 174726, 174759, 174792, 196348, 196374, 196400, 216020, 216052, 216084, 249945, 249982, 250019, 251129, 251166, 251203, 275679, 275709, 275739, 298176, 298211, 298246, 334972, 335012, 335052, 336252, 336292, 336332, 362998, 363031, 363064, 386366, 386403, 386440, 425076, 425118, 425160, 426420, 426462, 426504, 474396, 474436, 474476, 475368, 475410, 475452]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.graph.transformer.ConflictMarkerTest')","[1130, 61111, 136655, 208094, 289494, 377180]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'acceptTestMissmatch(org.sonatype.aether.util.filter.PatternExclusionsDependencyFilterTest)')","[29864, 30856, 48381, 54163, 71468, 105549, 106669, 126850, 146308, 178389, 179445, 198298, 219155, 255236, 256420, 277929, 301611, 340692, 341972, 365473, 390001, 431082, 432426, 480742, 481728]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testEnumeratedVersions(org.sonatype.aether.util.version.GenericVersionSchemeTest)')","[1997, 2021, 2045, 19851, 19882, 19913, 23571, 23602, 23633, 45237, 45261, 45285, 53290, 66305, 66335, 66365, 66566, 66594, 66622, 94244, 94279, 94314, 98444, 98479, 98514, 123182, 123210, 123238, 141497, 141525, 141553, 141740, 141766, 141792, 167730, 167763, 167796, 171690, 171723, 171756, 194892, 194918, 194944, 213640, 213672, 213704, 213919, 213949, 213979, 243285, 243322, 243359, 247725, 247762, 247799, 273999, 274029, 274059, 295568, 295603, 295638, 295874, 295907, 295940, 327772, 327812, 327852, 332572, 332612, 332652, 361150, 361183, 361216, 383606, 383643, 383680, 383930, 383965, 384000, 417516, 417558, 417600, 422556, 422598, 422640, 469121, 469161, 469201, 469445, 469487, 469529]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testConflictWinningScopeGetsUsedForInheritance(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[9404, 11760, 40509, 52101, 59299, 82449, 85109, 117666, 134965, 156609, 159117, 189770, 206160, 230816, 233628, 268089, 287377, 314292, 317332, 354649, 374941, 403362, 406554, 452057, 453827]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'acceptTestLessToken(org.sonatype.aether.util.filter.PatternInclusionsDependencyFilterTest)')","[25555, 25586, 25617, 26547, 26578, 26609, 46677, 46701, 46725, 68653, 68683, 68713, 100684, 100719, 100754, 101804, 101839, 101874, 124862, 124890, 124918, 143685, 143713, 143741, 173802, 173835, 173868, 174858, 174891, 174924, 196452, 196478, 196504, 216148, 216180, 216212, 250093, 250130, 250167, 251277, 251314, 251351, 275799, 275829, 275859, 298316, 298351, 298386, 335132, 335172, 335212, 336412, 336452, 336492, 363130, 363163, 363196, 386514, 386551, 386588, 425244, 425286, 425328, 426588, 426630, 426672, 474556, 474596, 474636, 475536, 475578, 475620]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testGetPaths_RecordsMatchesBeneathUnmatchedParents(org.sonatype.aether.util.graph.PathRecordingDependencyVisitorTest)')","[5684, 6800, 38973, 51685, 56831, 78249, 79509, 115874, 132665, 152649, 153837, 188106, 203524, 226376, 227708, 266169, 284489, 309492, 310932, 352537, 371885, 398322, 399834, 446249, 446907]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testLeadingZerosAreSemanticallyIrrelevant(org.sonatype.aether.util.version.GenericVersionTest)')","[17588, 20316, 43581, 52913, 64098, 91689, 94769, 121250, 139438, 165321, 168225, 193098, 211285, 240584, 243840, 271929, 292991, 324852, 328372, 358873, 380881, 414450, 418146, 463071, 466129]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testSelectHighestVersionFromMultipleVersionsAtSameLevel(org.sonatype.aether.util.graph.transformer.NearestVersionConflictResolverTest)')","[14147, 14178, 14209, 16131, 16162, 16193, 42741, 42765, 42789, 62363, 62393, 62423, 87804, 87839, 87874, 90044, 90079, 90114, 120270, 120298, 120326, 137823, 137851, 137879, 161658, 161691, 161724, 163770, 163803, 163836, 192188, 192214, 192240, 209430, 209462, 209494, 236477, 236514, 236551, 238845, 238882, 238919, 270879, 270909, 270939, 290956, 290991, 291026, 320412, 320452, 320492, 322972, 323012, 323052, 357718, 357751, 357784, 378726, 378763, 378800, 409788, 409830, 409872, 412476, 412518, 412560, 458493, 458533, 458573, 460169, 460211, 460253]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testConstructor(org.sonatype.aether.util.DefaultRequestTraceTest)')","[3377, 31600, 32840, 48957, 54329, 72599, 72982, 107509, 108909, 127522, 147361, 147718, 180237, 181557, 198922, 220364, 220773, 257308, 258788, 278649, 302937, 303385, 342932, 344532, 366265, 391405, 391879, 433434, 435114, 483508, 483990]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.DefaultRequestTraceTest')","[486215, 486239, 486264, 486288]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testClasspathFilterCompilePlusRuntime(org.sonatype.aether.util.filter.DependencyFilterUtilsTest)')","[27787, 27818, 27849, 29027, 29058, 29089, 47637, 47661, 47685, 70264, 70294, 70324, 103204, 103239, 103274, 104604, 104639, 104674, 125982, 126010, 126038, 145186, 145214, 145242, 176178, 176211, 176244, 177498, 177531, 177564, 197492, 197518, 197544, 217869, 217901, 217933, 252757, 252794, 252831, 254237, 254274, 254311, 276999, 277029, 277059, 300202, 300237, 300272, 338012, 338052, 338092, 339612, 339652, 339692, 364450, 364483, 364516, 388510, 388547, 388584, 428268, 428310, 428352, 429948, 429990, 430032, 477794, 477834, 477874, 479110, 479152, 479194]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'acceptTestMoreToken(org.sonatype.aether.util.filter.PatternInclusionsDependencyFilterTest)')","[25772, 26764, 46845, 53727, 68863, 100929, 102049, 125058, 143881, 174033, 175089, 196634, 216372, 250352, 251536, 276009, 298561, 335412, 336692, 363361, 386773, 425538, 426882, 474836, 475830]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testConflictingDirectNodes(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[10551, 10582, 10613, 12907, 12938, 12969, 41397, 41421, 41445, 60409, 60439, 60469, 83744, 83779, 83814, 86404, 86439, 86474, 118702, 118730, 118758, 136001, 136029, 136057, 157830, 157863, 157896, 160338, 160371, 160404, 190732, 190758, 190784, 207344, 207376, 207408, 232185, 232222, 232259, 234997, 235034, 235071, 269199, 269229, 269259, 288672, 288707, 288742, 315772, 315812, 315852, 318812, 318852, 318892, 355870, 355903, 355936, 376310, 376347, 376384, 404916, 404958, 405000, 408108, 408150, 408192, 453537, 453577, 453617, 455381, 455423, 455465]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testPropertiesCopied(org.sonatype.aether.util.artifact.DefaultArtifactTest)')","[3611, 33212, 35816, 49725, 54537, 73833, 74456, 109329, 112269, 128418, 148511, 149092, 181953, 184725, 199754, 221682, 222347, 259232, 262340, 279609, 304381, 305109, 345012, 348372, 367321, 392933, 393703, 435618, 439146, 486378, 487180]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testOrdering(org.sonatype.aether.util.graph.PostorderNodeListGeneratorTest)')","[14860, 16596, 42909, 52686, 62710, 88609, 90569, 120466, 138146, 162417, 164265, 192370, 209801, 237328, 239400, 271089, 291363, 321332, 323572, 357949, 379157, 410754, 413106, 460551, 460881]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testRelocation2(org.sonatype.aether.util.graph.transformer.ConflictMarkerTest)')","[11419, 11450, 11481, 14519, 14550, 14581, 41685, 41709, 41733, 60906, 60936, 60966, 84724, 84759, 84794, 88224, 88259, 88294, 119038, 119066, 119094, 136464, 136492, 136520, 158754, 158787, 158820, 162054, 162087, 162120, 191044, 191070, 191096, 207875, 207907, 207939, 233221, 233258, 233295, 236921, 236958, 236995, 269559, 269589, 269619, 289254, 289289, 289324, 316892, 316932, 316972, 320892, 320932, 320972, 356266, 356299, 356332, 376926, 376963, 377000, 406092, 406134, 406176, 410292, 410334, 410376, 455963, 456003, 456043, 456623, 456665, 456707]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.version.GenericVersionTest')","[1832, 66133, 141337, 213456, 295366, 383392]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testPropertiesCopied(org.sonatype.aether.util.artifact.SubArtifactTest)')","[3728, 34452, 36560, 50205, 54662, 74570, 75913, 110729, 113109, 128978, 149198, 150451, 183273, 185517, 200274, 222469, 223902, 260712, 263228, 280209, 305243, 306811, 346612, 349332, 367981, 393845, 395503, 437298, 440154, 488356, 490118]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testToIdArtifact(org.sonatype.aether.util.artifact.ArtifacIdUtilsTest)')","[32716, 34328, 49629, 54516, 73576, 108769, 110589, 128306, 148272, 181425, 183141, 199650, 221407, 258640, 260564, 279489, 304079, 344372, 346452, 367189, 392613, 434946, 437130, 485230, 486064]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testUnlimitedNumberOfDigitsInNumericComponent(org.sonatype.aether.util.version.GenericVersionTest)')","[18456, 21184, 44253, 53060, 64938, 92669, 95749, 122034, 140222, 166245, 169149, 193826, 212181, 241620, 244876, 272769, 293971, 325972, 329492, 359797, 381917, 415626, 419322, 464191, 467305]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.layout.MavenDefaultLayoutTest')","[3821, 76142, 150664, 224147, 307080, 395788]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testAllEventTypesHandled(org.sonatype.aether.util.listener.ChainedRepositoryListenerTest)')","[1622, 16720, 17216, 43197, 52769, 63344, 63487, 90709, 91269, 120802, 138736, 138869, 164397, 164925, 192682, 210479, 210632, 239548, 240140, 271449, 292107, 292275, 323732, 324372, 358345, 379945, 380123, 413274, 413946, 461899, 462061]"
"('ChecksumUtils.java', 'org.sonatype.aether.util.ChecksumUtils', 'read', '.+= [0-9A-Fa-f]+', '14f01d6c7de7d4cf0a4887baa3528b5a')","[444156, 444181]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testEmptyExtension(org.sonatype.aether.util.artifact.SubArtifactTest)')","[35196, 37304, 50781, 54808, 75290, 111569, 113949, 129650, 149870, 184065, 186309, 200898, 223237, 261600, 264116, 280929, 306083, 347572, 350292, 368773, 394733, 438306, 441162, 489316, 491126]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.layout.MavenDefaultLayoutTest')","[492744, 492764, 492785, 492805]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'acceptTestCornerCases(org.sonatype.aether.util.filter.PatternExclusionsDependencyFilterTest)')","[3050, 3074, 3098, 29523, 29554, 29585, 30515, 30546, 30577, 48117, 48141, 48165, 54100, 71138, 71168, 71198, 71879, 71907, 71935, 105164, 105199, 105234, 106284, 106319, 106354, 126542, 126570, 126598, 146000, 146028, 146056, 146691, 146717, 146743, 178026, 178059, 178092, 179082, 179115, 179148, 198012, 198038, 198064, 218803, 218835, 218867, 219594, 219624, 219654, 254829, 254866, 254903, 256013, 256050, 256087, 277599, 277629, 277659, 301226, 301261, 301296, 302092, 302125, 302158, 340252, 340292, 340332, 341532, 341572, 341612, 365110, 365143, 365176, 389594, 389631, 389668, 390510, 390545, 390580, 430620, 430662, 430704, 431964, 432006, 432048, 480302, 480342, 480382, 481266, 481308, 481350]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testViolationOfHardConstraintFallsBackToNearestSeenNotFirstSeen(org.sonatype.aether.util.graph.transformer.NearestVersionConflictResolverTest)')","[13248, 15232, 42045, 52477, 61493, 86789, 89029, 119458, 137011, 160701, 162813, 191434, 208502, 235404, 237772, 270009, 289941, 319252, 321812, 356761, 377653, 408570, 411258, 457333, 458951]"
"('DefaultProxySelector.java', 'org.sonatype.aether.util.repository.DefaultProxySelector', 'isNonProxyHosts', 'www\\..*', 'www.sonatype.org')","[473399, 473424]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testClasspathFilterRuntime(org.sonatype.aether.util.filter.DependencyFilterUtilsTest)')","[27415, 27446, 27477, 28655, 28686, 28717, 47349, 47373, 47397, 69904, 69934, 69964, 102784, 102819, 102854, 104184, 104219, 104254, 125646, 125674, 125702, 144850, 144878, 144906, 175782, 175815, 175848, 177102, 177135, 177168, 197180, 197206, 197232, 217485, 217517, 217549, 252313, 252350, 252387, 253793, 253830, 253867, 276639, 276669, 276699, 299782, 299817, 299852, 337532, 337572, 337612, 339132, 339172, 339212, 364054, 364087, 364120, 388066, 388103, 388140, 427764, 427806, 427848, 429444, 429486, 429528, 477314, 477354, 477394, 478606, 478648, 478690]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testVersionEvolution(org.sonatype.aether.util.version.GenericVersionTest)')","[19603, 19634, 19665, 22331, 22362, 22393, 45141, 45165, 45189, 66048, 66078, 66108, 93964, 93999, 94034, 97044, 97079, 97114, 123070, 123098, 123126, 141258, 141286, 141314, 167466, 167499, 167532, 170370, 170403, 170436, 194788, 194814, 194840, 213365, 213397, 213429, 242989, 243026, 243063, 246245, 246282, 246319, 273879, 273909, 273939, 295266, 295301, 295336, 327452, 327492, 327532, 330972, 331012, 331052, 361018, 361051, 361084, 383286, 383323, 383360, 417180, 417222, 417264, 420876, 420918, 420960, 465671, 465711, 465751, 468859, 468901, 468943]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testEmptyVersion(org.sonatype.aether.util.version.GenericVersionTest)')","[1856, 17340, 20068, 43389, 52851, 63858, 66161, 91409, 94489, 121026, 139214, 141363, 165057, 167961, 192890, 211029, 213486, 240288, 243544, 271689, 292711, 295399, 324532, 328052, 358609, 380585, 383427, 414114, 417810, 462751, 465793]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testConflictScopeOrdering(org.sonatype.aether.util.graph.transformer.JavaEffectiveScopeCalculatorTest)')","[10427, 10458, 10489, 12783, 12814, 12845, 41301, 41325, 41349, 60289, 60319, 60349, 83604, 83639, 83674, 86264, 86299, 86334, 118590, 118618, 118646, 135889, 135917, 135945, 157698, 157731, 157764, 160206, 160239, 160272, 190628, 190654, 190680, 207216, 207248, 207280, 232037, 232074, 232111, 234849, 234886, 234923, 269079, 269109, 269139, 288532, 288567, 288602, 315612, 315652, 315692, 318652, 318692, 318732, 355738, 355771, 355804, 376162, 376199, 376236, 404748, 404790, 404832, 407940, 407982, 408024, 453377, 453417, 453457, 455213, 455255, 455297]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testSelectedVersionAtDeeperLevelThanOriginallySeen(org.sonatype.aether.util.graph.transformer.NearestVersionConflictResolverTest)')","[1295, 1319, 1343, 13031, 13062, 13093, 15015, 15046, 15077, 41877, 41901, 41925, 52435, 61283, 61313, 61343, 62504, 62532, 62560, 86544, 86579, 86614, 88784, 88819, 88854, 119262, 119290, 119318, 136815, 136843, 136871, 137954, 137980, 138006, 160470, 160503, 160536, 162582, 162615, 162648, 191252, 191278, 191304, 208278, 208310, 208342, 209581, 209611, 209641, 235145, 235182, 235219, 237513, 237550, 237587, 269799, 269829, 269859, 289696, 289731, 289766, 291122, 291155, 291188, 318972, 319012, 319052, 321532, 321572, 321612, 356530, 356563, 356596, 377394, 377431, 377468, 378902, 378937, 378972, 408276, 408318, 408360, 410964, 411006, 411048, 457053, 457093, 457133, 458657, 458699, 458741]"
"('ChecksumUtils.java', 'org.sonatype.aether.util.ChecksumUtils', 'read', '.+= [0-9A-Fa-f]+', '12582d1a662cefe3385f2113998e43ed')","[444258, 444283]"
"('DefaultProxySelector.java', 'org.sonatype.aether.util.repository.DefaultProxySelector', 'isNonProxyHosts', '.*\\.com', 'www.sonatype.org')","[473552, 473577, 473654, 473679]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testLowerBoundExclusiveUpperBoundExclusive(org.sonatype.aether.util.version.GenericVersionRangeTest)')","[22672, 24160, 45597, 53394, 66892, 97429, 99109, 123602, 142044, 170733, 172317, 195282, 214267, 246652, 248428, 274449, 296255, 331412, 333332, 361645, 384333, 421338, 423354, 470155, 471613]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'org.sonatype.aether.util.filter.DependencyFilterUtilsTest')","[480149, 480173, 480198, 480222]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testArtifactType(org.sonatype.aether.util.artifact.DefaultArtifactTest)')","[33708, 36312, 50109, 54641, 74313, 109889, 112829, 128866, 148959, 182481, 185253, 200170, 222194, 259824, 262932, 280089, 304941, 345652, 349012, 367849, 393525, 436290, 439818, 487018, 487852]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'testImmutability(org.sonatype.aether.util.artifact.DefaultArtifactTest)')","[33615, 33646, 33677, 36219, 36250, 36281, 50037, 50061, 50085, 74223, 74253, 74283, 109784, 109819, 109854, 112724, 112759, 112794, 128782, 128810, 128838, 148875, 148903, 148931, 182382, 182415, 182448, 185154, 185187, 185220, 200092, 200118, 200144, 222098, 222130, 222162, 259713, 259750, 259787, 262821, 262858, 262895, 279999, 280029, 280059, 304836, 304871, 304906, 345532, 345572, 345612, 348892, 348932, 348972, 367750, 367783, 367816, 393414, 393451, 393488, 436164, 436206, 436248, 439692, 439734, 439776, 486898, 486938, 486978, 487726, 487768, 487810]"
"('Description.java', 'org.junit.runner.Description', 'getClassName', '(.*)\\((.*)\\)', 'acceptTestRange(org.sonatype.aether.util.filter.PatternExclusionsDependencyFilterTest)')","[30143, 30174, 30205, 31135, 31166, 31197, 48597, 48621, 48645, 71738, 71768, 71798, 105864, 105899, 105934, 106984, 107019, 107054, 127102, 127130, 127158, 146560, 146588, 146616, 178686, 178719, 178752, 179742, 179775, 179808, 198532, 198558, 198584, 219443, 219475, 219507, 255569, 255606, 255643, 256753, 256790, 256827, 278199, 278229, 278259, 301926, 301961, 301996, 341052, 341092, 341132, 342332, 342372, 342412, 365770, 365803, 365836, 390334, 390371, 390408, 431460, 431502, 431544, 432804, 432846, 432888, 481102, 481142, 481182, 482106, 482148, 482190]"
"('Description.java', 'org.junit.runner.Description', 'parseMethod', '(.*)\\((.*)\\)', 'testMissingOpenCloseDelimiter(org.sonatype.aether.util.version.GenericVersionRangeTest)')","[22920, 24408, 45789, 53436, 67132, 97709, 99389, 123826, 142268, 170997, 172581, 195490, 214523, 246948, 248724, 274689, 296535, 331732, 333652, 361909, 384629, 421674, 423690, 470475, 471949]"
"('ChecksumUtils.java', 'org.sonatype.aether.util.ChecksumUtils', 'read', '.+= [0-9A-Fa-f]+', 'feeeda19f626f9b0ef6cbf5948c1ec9531694295')","[444105, 444130]"
