"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'convertToXmlAndBackToRawData(com.sapient.ipv.domain.RawDataTest)')","[118, 594]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'findUserByName(com.sapient.ipv.repositories.UserRepositoryShould)')","[303, 748]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'saveAnAccountWithAccountProperty(com.sapient.ipv.repositories.AccountRepositoryShould)')","[486, 880]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Role.class')","[44449, 95693, 146937, 198181, 249425, 300669, 351913, 403183, 454427, 505671, 556915, 608159, 659403]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'ajc$pointcut$$executionOfTransactionalMethod$9a0')","[50384, 101628, 152872, 204116, 255360, 306604, 357848, 409118, 460362, 511606, 562850, 614094, 665338]"
"('RegexPatternTypeFilter.java', 'org.springframework.core.type.filter.RegexPatternTypeFilter', 'match', '.*\\.TicketRepositoryImpl', 'com.sapient.ipv.repositories.RegionRepository')","[41100, 92344, 143588, 194832, 246076, 297320, 348564, 399834, 451078, 502322, 553566, 604810, 656054]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'com.sapient.ipv.repositories.RegionRepositoryShould')","[322, 667198]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AccountRepositoryShould.class')","[5681, 13241, 21436, 29631, 37826, 56925, 64485, 72680, 80875, 89070, 108169, 115729, 123924, 132119, 140314, 159413, 166973, 175168, 183363, 191558, 210657, 218217, 226412, 234607, 242802, 261901, 269461, 277656, 285851, 294046, 313145, 320705, 328900, 337095, 345290, 364415, 371975, 380170, 388365, 396560, 415659, 423219, 431414, 439609, 447804, 466903, 474463, 482658, 490853, 499048, 518147, 525707, 533902, 542097, 550292, 569391, 576951, 585146, 593341, 601536, 620635, 628195, 636390, 644585, 652780]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'TicketRepository.class')","[8369, 16025, 24220, 32415, 40610, 59613, 67269, 75464, 83659, 91854, 110857, 118513, 126708, 134903, 143098, 162101, 169757, 177952, 186147, 194342, 213345, 221001, 229196, 237391, 245586, 264589, 272245, 280440, 288635, 296830, 315833, 323489, 331684, 339879, 348074, 367103, 374759, 382954, 391149, 399344, 418347, 426003, 434198, 442393, 450588, 469591, 477247, 485442, 493637, 501832, 520835, 528491, 536686, 544881, 553076, 572079, 579735, 587930, 596125, 604320, 623323, 630979, 639174, 647369, 655564]"
"('RegexPatternTypeFilter.java', 'org.springframework.core.type.filter.RegexPatternTypeFilter', 'match', '.*\\.AccountRepositoryImpl', 'com.sapient.ipv.repositories.ManualRepositoryTest')","[16319, 67563, 118807, 170051, 221295, 272539, 323783, 375053, 426297, 477541, 528785, 580029, 631273]"
"('RegexPatternTypeFilter.java', 'org.springframework.core.type.filter.RegexPatternTypeFilter', 'match', '.*\\.RegionRepositoryImpl', 'com.sapient.ipv.repositories.TicketRepository')","[32954, 84198, 135442, 186686, 237930, 289174, 340418, 391688, 442932, 494176, 545420, 596664, 647908]"
